藥品代碼,藥品名稱,數量,支付價,藥商
AC57196100,GABAPENTIN ， 一般錠劑膠囊劑 ， 100.00 MG,635.0,3.7,新瑞生物科技股份有限公司
AC57199100,ZONISAMIDE， 一般錠劑膠囊劑， 100.00MG,4028686.3,21.2,衛采製藥股份有限公司
AC57204100,IRBESARTAN 300MG + HYDROCHLOROTHIAZIDE 0-25MG，一般錠劑膠囊劑,146.0,16.2,健喬信元醫藥生技股份有限公司
AC57206100,TAMSULOSIN ， 緩釋錠劑膠囊劑 ， 200.00 MCG,73.0,9.1,中化裕民健康事業股份有限公司
AC57213100,OLANZAPINE ， 一般錠劑膠囊劑 ， 10.00 MG,56.0,119,意欣國際有限公司
AC57216100,LOVASTATIN 20 MG + NIACIN 500 MG， 一般錠劑膠囊劑,19282956.1,9.6,東生華製藥股份有限公司
AC57219100,NIFEDIPINE ， 緩釋錠劑膠囊劑 ， 30.00 MG,32449816.0,8.9,中化裕民健康事業股份有限公司
AC57221221,HEPARIN ， 注射劑 ， 5000.00 ， IU,36211.3,38.3,台裕化學製藥廠股份有限公司
AC57221240,HEPARIN ， 注射劑 ， 25000.00 ， IU,21015.6,92,台裕化學製藥廠股份有限公司
AC57221248,HEPARIN ， 注射劑 ， 50000.00 ， IU,1750.0,298,台裕化學製藥廠股份有限公司
AC57221299,HEPARIN ， 注射劑 ， 1000.00 ， IU,464.0,2.88,台裕化學製藥廠股份有限公司
AC57225100,REPAGLINIDE 1MG + METFORMIN 0-500MG ， 一般錠劑膠囊劑,3745.0,3.43,中化裕民健康事業股份有限公司
AC572251G0,REPAGLINIDE 1MG + METFORMIN 0-500MG ， 一般錠劑膠囊劑,30530542.8,2,中化裕民健康事業股份有限公司
AC57226100,ACETAMINOPHEN 450MG + MEPHENOXALONE 200MG， 一般錠劑膠囊劑,1040298.3,1.73,華興化學製藥廠股份有限公司
AC572261G0,ACETAMINOPHEN 450MG + MEPHENOXALONE 200MG， 一般錠劑膠囊劑,458752.5,2,華興化學製藥廠股份有限公司
AC57229351,CLOBETASOL PROPIONATE ， 外用液劑 ， 0.50  MG/GM (0.45MG/ML) ， 60ML,1011.0,226,寶齡富錦生技股份有限公司
AC57229358,CLOBETASOL PROPIONATE ， 外用液劑 ， 0.50  MG/GM (0.45MG/ML) ， 125ML,2379.8,471,寶齡富錦生技股份有限公司
AC57231100,QUETIAPINE ， 一般錠劑膠囊劑 ， 300.00 MG,921643.0,59,東竹藥品股份有限公司
AC57234100,OLMESARTAN 20MG + HYDROCHLOROTHIAZIDE 0-25MG， 一般錠劑膠囊劑,12.0,14.4,中國化學製藥股份有限公司新豐工廠
AC57235100,RAMIPRIL ， 一般錠劑膠囊劑 ， 2.50 MG,98737.5,9,十全實業股份有限公司
AC57236100,IBUPROFEN ， 一般錠劑膠囊劑 ， 600.00 MG,503.0,1.9,正和製藥股份有限公司新營廠
AC572361G0,IBUPROFEN ， 一般錠劑膠囊劑 ， 600.00 MG,588.0,2,正和製藥股份有限公司新營廠
AC57237100,LOSARTAN 50MG + HYDROCHLOROTHIAZIDE 0-12.5MG， 一般錠劑膠囊劑,84.0,10.7,中化裕民健康事業股份有限公司
AC57238100,VITAMIN B1 125MG + VITAMIN B6 125MG + VITAMIN B12  125MCG， 一般錠劑膠囊劑，,2595955.5,2.26,元宙化學製藥股份有限公司
AC572381G0,VITAMIN B1 125MG + VITAMIN B6 125MG + VITAMIN B12  125MCG， 一般錠劑膠囊劑，,82591.0,2,元宙化學製藥股份有限公司
AC57239100,ACECLOFENAC ， 一般錠劑膠囊劑 ， 100.00 MG,1099095.4,6,永勝藥品工業股份有限公司
AC57241421,CARTEOLOL ， 眼用液劑 ， 20.00  MG/ML ， 5.00 ML,67344.4,229,麥迪森醫藥股份有限公司
AC57242100,LEVOFLOXACIN ， 一般錠劑膠囊劑 ， 100.00 MG,12830.2,9.4,永信藥品工業股份有限公司
AC57244100,METFORMIN ， 一般錠劑膠囊劑 ， 850.00 MG,945391.0,2.7,十安藥品股份有限公司
AC57249100,DEXTROMETHORPHAN 20MG + CARBINOXAMINE 4MG + PHENYLEPHRINE 20MG， 一般錠劑膠囊劑，,21172.0,1.91,元宙化學製藥股份有限公司
AC57250100,CARISOPRODOL ， 一般錠劑膠囊劑 ， 350.00 MG,1782.0,4.72,昇通藥品股份有限公司
AC57254100,MOSAPRIDE ， 一般錠劑膠囊劑 ， 5.00 MG,1791.0,3.38,生達化學製藥股份有限公司
AC572541G0,MOSAPRIDE ， 一般錠劑膠囊劑 ， 5.00 MG,16818058.4,2,生達化學製藥股份有限公司
AC57259100,ESCITALOPRAM OXALATE ， 一般錠劑膠囊劑 ， 10.00 MG,1050.0,9.7,健喬信元醫藥生技股份有限公司
AC57261100,RABEPRAZOLE ， 一般錠劑膠囊劑 ， 20.00 MG,175074.5,9.7,健喬信元醫藥生技股份有限公司
AC57262321,HEPARINOID (=SODIUM POLYANHYDROMANNURONIC ACID SUL ， 外用軟膏劑 ， 250.00  ， IU/GM ， 5.00 GM,3955.0,17.5,杏輝藥品工業股份有限公司
AC57262329,HEPARINOID (=SODIUM POLYANHYDROMANNURONIC ACID SUL ， 外用軟膏劑 ， 250.00  ， IU/GM ， 10.00 GM,1664.9,32.6,杏輝藥品工業股份有限公司
AC57262333,HEPARINOID (=SODIUM POLYANHYDROMANNURONIC ACID SUL ， 外用軟膏劑 ， 250.00  ， IU/GM ， 14.00 GM,1662.0,45.6,杏輝藥品工業股份有限公司
AC57262338,HEPARINOID (=SODIUM POLYANHYDROMANNURONIC ACID SUL ， 外用軟膏劑 ， 250.00  ， IU/GM ， 20.00 GM,1212.0,37.5,杏輝藥品工業股份有限公司
AC57262345,HEPARINOID (=SODIUM POLYANHYDROMANNURONIC ACID SUL ， 外用軟膏劑 ， 250.00  ， IU/GM ， 40.00 GM,52.0,109,杏輝藥品工業股份有限公司
AC57264100,VALPROIC ACID ， 緩釋錠劑膠囊劑 ， 300.00 MG,1422930.9,6.2,信東生技股份有限公司
AC57265100,METFORMIN ， 一般錠劑膠囊劑 ， 850.00 MG,24394.0,2.54,正和製藥股份有限公司新營廠
AC57267100,ATORVASTATIN ， 一般錠劑膠囊劑 ， 10.00 MG,9908722.9,9,健喬信元醫藥生技股份有限公司
AC57270100,IBUPROFEN ， 一般錠劑膠囊劑 ， 400.00 MG,263858.3,1.5,十全實業股份有限公司
AC57271100,FAMOTIDINE ， 一般錠劑膠囊劑 ， 20.00 MG,1119.0,2.1,惠勝藥品股份有限公司
AC57274100,LANSOPRAZOLE ， 一般錠劑膠囊劑 ， 30.00 MG,3785292.2,9,中化裕民健康事業股份有限公司
AC57280100,FEXOFENADINE ， 一般錠劑膠囊劑 ， 60.00 MG,4164898.1,2.66,大豐製藥股份有限公司
AC572801G0,FEXOFENADINE ， 一般錠劑膠囊劑 ， 60.00 MG,559560.1,2,大豐製藥股份有限公司
AC57281245,PANTOPRAZOLE ， 注射劑 ， 40.00 MG,159400.0,192,中國化學製藥股份有限公司新豐工廠
AC57283100,PRIMIDONE ， 一般錠劑膠囊劑 ， 50-250 MG,32.5,4.16,科進製藥科技股份有限公司
AC57284100,MIRTAZAPINE ， 一般錠劑膠囊劑 ， 30.00 MG,28.0,8.9,中國化學製藥股份有限公司新豐工廠
AC57285277,MEROPENEM ， 注射劑 ， 500.00 MG,132489.0,416,中化裕民健康事業股份有限公司
AC57286277,VANCOMYCIN ， 注射劑 ， 500.00 MG,112822.5,97,中化裕民健康事業股份有限公司
AC57288100,DOXAZOSIN ， 一般錠劑膠囊劑 ， 4.00 MG,476.0,8.9,十全實業股份有限公司
AC57289216,ACETYLCYSTEINE ， 注射劑 ， 300.00 MG,66429.0,15,南光化學製藥股份有限公司
AC57292100,ACYCLOVIR ， 一般錠劑膠囊劑 ， 400.00 MG,182669.0,8.2,國嘉製藥工業股份有限公司幼獅三廠
AC57297100,FEXOFENADINE ， 一般錠劑膠囊劑 ， 60.00 MG,2381782.8,2.66,衛達化學製藥股份有限公司
AC572971G0,FEXOFENADINE ， 一般錠劑膠囊劑 ， 60.00 MG,2621673.4,2,衛達化學製藥股份有限公司
AC57298100,LEVETIRACETAM ， 緩釋錠劑膠囊劑， 500.00 MG,423729.5,33.4,南光化學製藥股份有限公司
AC57300100,LEVOFLOXACIN ， 一般錠劑膠囊劑 ， 100.00 MG,345798.5,9.4,中化裕民健康事業股份有限公司
AC57304100,QUETIAPINE ， 一般錠劑膠囊劑 ， 100.00 MG,203.0,9.6,五洲製藥股份有限公司
AC57306100,ZOLPIDEM ， 一般錠劑膠囊劑 ， 10.00 MG,7834920.8,2.81,中化裕民健康事業股份有限公司
AC573061G0,ZOLPIDEM ， 一般錠劑膠囊劑 ， 10.00 MG,44133601.5,2,中化裕民健康事業股份有限公司
AC57308100,TROSPIUM CHLORIDE ， 一般錠劑膠囊劑 ， 10.00 MG,162692.5,5.7,元宙化學製藥股份有限公司
AC57312100,ACARBOSE ， 一般錠劑膠囊劑 ， 50.00 MG,224.0,3.14,中化裕民健康事業股份有限公司
AC573121G0,ACARBOSE ， 一般錠劑膠囊劑 ， 50.00 MG,833697.0,2,中化裕民健康事業股份有限公司
AC57314235,CARBOPLATIN ， 注射劑 ， 150.00 MG,22675.9,2702,杏輝藥品工業股份有限公司
AC573142AP,CARBOPLATIN ， 注射劑 ， 450.00 MG,2268.0,6055,杏輝藥品工業股份有限公司
AC57316113,PIRACETAM，口服顆粒劑，2400MG,36809.0,9.5,元宙化學製藥股份有限公司
AC57317277,DEXTROSE ≦ 100MG/ML + ELECTROLYTES， 注射劑， 251-500 ML,95605.0,35.7,信東生技股份有限公司
AC57318100,IRBESARTAN 300MG + HYDROCHLOROTHIAZIDE 0-25MG，一般錠劑膠囊劑,104332.5,9.1,中國化學製藥股份有限公司新豐工廠
AC57325100,BENAZEPRIL 10MG + AMLODIPINE 5MG， 一般錠劑膠囊劑,7367.0,9.6,台灣東洋藥品工業股份有限公司
AC57326100,ACARBOSE ， 一般錠劑膠囊劑 ， 100.00 MG,9858.0,7.7,中國化學製藥股份有限公司新豐工廠
AC57329421,SODIUM CROMOGLYCATE ， 眼用液劑 ， 20.00  MG/ML ， 5.00 ML,1659.0,16,杏輝藥品工業股份有限公司
AC57329429,SODIUM CROMOGLYCATE ， 眼用液劑 ， 20.00  MG/ML ， 10.00 ML,3.0,32.2,杏輝藥品工業股份有限公司
AC57339100,FLURBIPROFEN ， 一般錠劑膠囊劑 ， 50.00 MG,1830841.0,1.59,十安藥品股份有限公司
AC57342100,VALSARTAN 320MG + HYDROCHLOROTHIAZIDE 0-25MG， 一般錠劑膠囊劑,8011313.3,30.5,中國化學製藥股份有限公司新豐工廠
AC57345221,ZOLEDRONIC ACID ， 注射劑 ， 4.00 MG,2939.0,9907,永信藥品工業股份有限公司
AC57349100,ZOPICLONE/ESZOPICLONE， 一般錠劑膠囊劑 ， 7.50 MG/3.0MG,3.0,3.21,瑩碩生技醫藥股份有限公司
AC57352100,VALACICLOVIR ， 一般錠劑膠囊劑 ， 500.00 MG,4575.0,72,永甲興業股份有限公司
AC57353100,VALACICLOVIR ， 一般錠劑膠囊劑 ， 1000.00 MG,33.0,91,永甲興業股份有限公司
AC57356100,DIHYDROERGOTAMINE ， 一般錠劑膠囊劑 ， 5.00 MG,1267323.5,9.9,瑞士藥廠股份有限公司
AC57359100,RABEPRAZOLE ， 一般錠劑膠囊劑 ， 20.00 MG,187819.0,9.7,元宙化學製藥股份有限公司
AC57363100,LEVETIRACETAM ， 一般錠劑膠囊劑 ， 250.00 MG,41997.0,8.9,瑞士藥廠股份有限公司
AC57366100,ALENDRONATE 70 MG＋VITAMIN D 0-5600IU， 一般錠劑膠囊劑,95261.0,226,杏輝藥品工業股份有限公司
AC573671G0,BAMBUTEROL ， 一般錠劑膠囊劑 ， 10.00 MG,25828.2,2,十安藥品股份有限公司
AC57368100,BENIDIPINE ， 一般錠劑膠囊劑 ，8.00 MG,1430901.6,6.7,健喬信元醫藥生技股份有限公司
AC57370100,CARVEDILOL ， 一般錠劑膠囊劑 ， 12.50 MG,441517.0,4.52,瑩碩生技醫藥股份有限公司
AC57371100,VALSARTAN 80MG + HYDROCHLOROTHIAZIDE 0-12.5MG， 一般錠劑膠囊劑,303.0,9.6,盛雲藥品股份有限公司
AC57374277,ACETYLSALICYLIC ACID， 注射劑 ， 500.00 MG,222161.5,15,中化裕民健康事業股份有限公司
AC57376261,LEVOFLOXACIN ， 注射劑 ， 750.00 MG,14485.0,869,意欣國際有限公司
AC57378100,AZITHROMYCIN ， 一般錠劑膠囊劑 ， 250.00 MG,617344.5,39.9,永信藥品工業股份有限公司
AC57380100,VALSARTAN 160MG + HYDROCHLOROTHIAZIDE 0-25MG， 一般錠劑膠囊劑,90832.0,9.7,永信藥品工業股份有限公司
AC57381100,VALSARTAN 80MG + HYDROCHLOROTHIAZIDE 0-12.5MG， 一般錠劑膠囊劑,160845.5,8.7,永信藥品工業股份有限公司
AC57383100,ESCITALOPRAM OXALATE ， 一般錠劑膠囊劑 ， 5.00 MG,6099895.3,9.2,瑞士藥廠股份有限公司
AC57385151,PREDNISOLONE PHOSPHATE SODIUM ， 口服液劑 ， 1.00  MG/ML ， 60.00 ML,1.0,66,濟生醫藥生技股份有限公司
AC57392100,TOLTERODINE ， 一般錠劑膠囊劑 ， 2.00 MG,27097.0,9.7,健喬信元醫藥生技股份有限公司
AC57397100,ALLOPURINOL ， 一般錠劑膠囊劑 ， 100.00 MG,1827.0,1.5,元宙化學製藥股份有限公司
AC573971G0,ALLOPURINOL ， 一般錠劑膠囊劑 ， 100.00 MG,1284.0,2,元宙化學製藥股份有限公司
AC57399100,HYDROXYZINE ， 一般錠劑膠囊劑 ， 25.00 MG,41692.0,1.5,信隆藥品工業股份有限公司
AC57400100,TROSPIUM CHLORIDE ， 一般錠劑膠囊劑 ， 20.00 MG,23939.5,9.9,一成藥品股份有限公司
AC57401100,ATOMOXETINE ， 一般錠劑膠囊劑 ， 10-60MG,217520.3,72,臺灣渥克股份有限公司
AC57404100,ACETAMINOPHEN 350MG + CARISOPRODOL 175MG + CAFFEINE 0-32MG ， 一般錠劑膠囊劑,5952487.1,5.5,杏輝藥品工業股份有限公司
AC57410100,OLMESARTAN ， 一般錠劑膠囊劑 ， 40.00 MG,9417733.5,19.8,中國化學製藥股份有限公司新豐工廠
AC57417277,DEXTROSE ≦ 100MG/ML + ELECTROLYTES， 注射劑， 251-500 ML,48747.0,35.7,信東生技股份有限公司
AC57418277,DEXTROSE ≦ 100MG/ML + ELECTROLYTES， 注射劑， 251-500 ML,198061.0,35.7,信東生技股份有限公司
AC57729100,BENPROPERINE ， 一般錠劑膠囊劑 ， 20.00 MG,13194354.5,1.5,十全實業股份有限公司
AC577291G0,BENPROPERINE ， 一般錠劑膠囊劑 ， 20.00 MG,973235.6,2,十全實業股份有限公司
AC57730100,FENOFIBRATE ， 一般錠劑膠囊劑 ， 67.00-100.00 MG,126.0,3.7,十安藥品股份有限公司
AC57731100,rasagiline ， 一般錠劑膠囊劑 ，1 MG,2567920.2,95,晟德大藥廠股份有限公司
AC57732100,LETROZOLE ， 一般錠劑膠囊劑 ， 2.50 MG,759897.5,45.2,培力藥品工業股份有限公司
AC57735135,CIMETIDINE ， 口服液劑 ， 20.00  MG/ML ， 15.00 ML,1.0,13.4,成杏生物科技股份有限公司
AC57738265,ACYCLOVIR ， 注射劑 ， 250.00 MG,123691.8,560,永信藥品工業股份有限公司
AC57740100,ALPRAZOLAM ， 一般錠劑膠囊劑 ， 500.00 MCG,31.0,1.5,中化裕民健康事業股份有限公司
AC57745151,METAPROTERENOL 0.5MG/ML + DOXYLAMINE 0.75MG/ML + BROMHEXINE 0.8MG/ML，口服液劑， 60.00ML,157112.9,25,晟德大藥廠股份有限公司
AC57745157,METAPROTERENOL 0.5MG/ML + DOXYLAMINE 0.75MG/ML + BROMHEXINE 0.8MG/ML， 口服液劑， 120.00ML,9568.0,25,晟德大藥廠股份有限公司
AC57747100,BETHANECHOL ， 一般錠劑膠囊劑 ， 50.00 MG,455.0,4.26,瑩碩生技醫藥股份有限公司
AC57748277,DEXTROSE ≦ 100MG/ML + ELECTROLYTES， 注射劑， 251-500 ML,34491.0,35.7,信東生技股份有限公司
AC57749255,HYDROCORTISONE ， 注射劑 ， 100.00 MG,882831.5,35.3,中化裕民健康事業股份有限公司
AC57753209,OXACILLIN ， 注射劑 ， 1.00GM,732333.7,44.3,中化裕民健康事業股份有限公司
AC57762210,AMPICILLIN 1000MG + SULBACTAM 500MG， 注射劑， 1500.00MG,1168324.1,96,中化裕民健康事業股份有限公司
AC57763100,MONTELUKAST ， 一般錠劑膠囊劑/顆粒劑 ， 4.00 MG,1217621.8,9.1,中國化學製藥股份有限公司新豐工廠
AC57777100,ACETAMINOPHEN 325MG + TRAMADOL 37.5MG， 一般錠劑膠囊劑，,59061112.9,8.4,生達化學製藥股份有限公司
AC57779100,ACETAMINOPHEN 325MG + TRAMADOL 37.5MG， 一般錠劑膠囊劑，,34511120.8,8.4,五洲製藥股份有限公司
AC57782100,RABEPRAZOLE ， 一般錠劑膠囊劑 ， 20.00 MG,59.0,9.7,十全實業股份有限公司
AC57784277,DEXTROSE ≦ 100MG/ML + ELECTROLYTES， 注射劑， 251-500 ML,97641.0,35.7,信東生技股份有限公司
AC57788212,DIAZEPAM ， 注射劑 ， 10.00 MG,50.5,15,中化裕民健康事業股份有限公司
AC57789100,IBUPROFEN ， 一般錠劑膠囊劑 ， 400.00 MG,469599.3,1.5,大豐製藥股份有限公司
AC57790100,PANTOPRAZOLE ， 一般錠劑膠囊劑 ， 40.00 MG,84.0,21.7,旭能醫藥生技股份有限公司
AC57791100,FAMOTIDINE ， 一般錠劑膠囊劑 ， 20.00 MG,22477591.1,2.13,中化裕民健康事業股份有限公司
AC577911G0,FAMOTIDINE ， 一般錠劑膠囊劑 ， 20.00 MG,102422276.7,2,中化裕民健康事業股份有限公司
AC57793100,DIAZEPAM ， 一般錠劑膠囊劑 ， 5.00 MG,7090.5,1.5,中化裕民健康事業股份有限公司
AC57794245,PANTOPRAZOLE ， 注射劑 ， 40.00 MG,46229.0,192,永信藥品工業股份有限公司
AC57797100,VALSARTAN 80MG + AMLODIPINE 5MG， 一般錠劑膠囊劑，,10372944.1,9,美商亞培股份有限公司台灣分公司
AC57798100,ACECLOFENAC ， 一般錠劑膠囊劑 ， 100.00 MG,7443965.8,6.7,生達化學製藥股份有限公司
AC57799100,PIOGLITAZONE 15MG + METFORMIN 850MG， 一般錠劑膠囊劑，,4442540.0,9.8,永信藥品工業股份有限公司
AC57802100,ROSUVASTATIN ， 一般錠劑膠囊劑 ， 10.00 MG,426.0,22.4,中國化學製藥股份有限公司新豐工廠
AC57803100,ROSUVASTATIN ， 一般錠劑膠囊劑 ， 20.00 MG,7343999.4,30.5,中國化學製藥股份有限公司新豐工廠
AC57804151,BUTAMIRATE ， 口服液劑 ， 0.80  MG/ML ， 60.00 ML,39503.5,25,永信藥品工業股份有限公司
AC57805100,ATORVASTATIN ， 一般錠劑膠囊劑 ， 20.00 MG,7566236.0,30.8,生達化學製藥股份有限公司
AC57808138,SALBUTAMOL ， 口鼻噴霧/吸入劑 ， 100 MCG/DOSE ， 200.00 DOSE,17044.9,138,益得生物科技股份有限公司
AC57809100,ROSUVASTATIN ， 一般錠劑膠囊劑 ， 10.00 MG,585053.6,19.6,盛雲藥品股份有限公司
AC57811100,PREDNISOLONE ， 一般錠劑膠囊劑 ， 5.00 MG,57536.4,1.5,中化裕民健康事業股份有限公司
AC578111G0,PREDNISOLONE ， 一般錠劑膠囊劑 ， 5.00 MG,123726.0,2,中化裕民健康事業股份有限公司
AC57814100,CILOSTAZOL ， 一般錠劑膠囊劑 ， 100.00 MG,2402.0,9.4,中國化學製藥股份有限公司新豐工廠
AC57817100,LEVOCETIRIZINE ， 一般錠劑膠囊劑 ， 5.00 MG,922862.2,3.36,台裕化學製藥廠股份有限公司
AC57818100,PINAVERIUM ， 一般錠劑膠囊劑 ， 50-100 MG,201420.5,9,健亞生物科技股份有限公司
AC57819100,CLOPIDOGREL 75MG + ACETYLSALICYLIC ACID 0-100MG， 一般錠劑膠囊劑,3985243.8,44.8,美時化學製藥股份有限公司
AC57821100,IRBESARTAN 300MG + HYDROCHLOROTHIAZIDE 0-25MG，一般錠劑膠囊劑,162766.5,9.1,壽元化學工業股份有限公司
AC57823229,VITAMIN B12 ， 注射劑 ， 10000.00 MCG,35825.7,15.8,濟生醫藥生技股份有限公司
AC57831212,TORSEMIDE ， 注射劑 ， 20 MG,470.0,30,永信藥品工業股份有限公司
AC57832421,BETAMETHASONE ， 眼用液劑 ， 1.00  MG/ML ， 5.00 ML,188744.0,35.6,麥迪森醫藥股份有限公司
AC57839100,LEVOFLOXACIN ， 一般錠劑膠囊劑 ， 750.00 MG,764.0,75,平廷實業有限公司
AC57840100,CLARITHROMYCIN ， 緩釋錠劑膠囊劑 ， 500.00 MG,71.0,29,瑞安大藥廠股份有限公司
AC57842100,AZITHROMYCIN ， 一般錠劑膠囊劑 ， 250.00 MG,973298.2,39.9,南光化學製藥股份有限公司
AC57843100,ROSUVASTATIN ， 一般錠劑膠囊劑 ， 5.00 MG,28.0,20.8,中國化學製藥股份有限公司新豐工廠
AC57844212,PIPERACILLIN ， 注射劑 ， 2.00 GM,205623.5,48.9,中化裕民健康事業股份有限公司
AC57845100,GLIMEPIRIDE ， 一般錠劑膠囊劑 ， 2.00 MG,168.0,2.44,新瑞生物科技股份有限公司
AC578451G0,GLIMEPIRIDE ， 一般錠劑膠囊劑 ， 2.00 MG,6200900.1,2,新瑞生物科技股份有限公司
AC57847209,DEXAMETHASONE ， 注射劑 ， 5.00 MG,112.0,27.5,中化裕民健康事業股份有限公司
AC57852100,LORATADINE ， 一般錠劑膠囊劑 ， 10.00 MG,85193.1,1.5,中化裕民健康事業股份有限公司
AC57853100,FERRIC HYDROXIDE POLYMALTOSE COMPLEX ， 一般錠劑膠囊劑 ， 100.00 MG,563.0,4.38,正和製藥股份有限公司新營廠
AC57856100,ENTECAVIR 一般錠劑膠囊劑，1MG,72112.0,152,中國化學製藥股份有限公司新豐工廠
AC57857100,MONTELUKAST ， 一般錠劑膠囊劑 ， 10.00 MG,1265570.1,22.3,中化裕民健康事業股份有限公司
AC57858100,CELECOXIB ， 一般錠劑膠囊劑 ， 200.00 MG,3249804.2,9.6,瑞士藥廠股份有限公司
AC57859500,CLOTRIMAZOLE ， 陰道用錠劑膠囊劑 ， 200.00 MG,84054.1,9.4,井田國際醫藥廠股份有限公司
AC57860100,REPAGLINIDE 1MG + METFORMIN 0-500MG ， 一般錠劑膠囊劑,168.0,3.16,瑩碩生技醫藥股份有限公司
AC57862100,SODIUM PENTOSAN POLYSULPHATE ， 一般錠劑膠囊劑 ， 100.00 MG,69416.0,59,泰宗生物科技股份有限公司
AC57865100,MOSAPRIDE ， 一般錠劑膠囊劑 ， 5.00 MG,610796.0,2.82,優生製藥廠股份有限公司
AC578651G0,MOSAPRIDE ， 一般錠劑膠囊劑 ， 5.00 MG,453239.0,2,優生製藥廠股份有限公司
AC57868100,BISOPROLOL ， 一般錠劑膠囊劑 ， 10.00 MG,350.0,4.56,信東生技股份有限公司
AC57872100,PIOGLITAZONE ， 一般錠劑膠囊劑 ， 30.00 MG,37467.0,9.6,美時化學製藥股份有限公司
AC57877280,AMOXICILLIN 500MG + CLAVULANIC ACID 100MG， 注射劑， 600.00MG,219515.9,56,中化裕民健康事業股份有限公司
AC57877297,AMOXICILLIN 1000MG + CLAVULANIC ACID 200MG， 注射劑， 1200.00MG,797553.4,92,中化裕民健康事業股份有限公司
AC57880100,ROSUVASTATIN ， 一般錠劑膠囊劑 ， 10.00 MG,3745917.9,20.8,新瑞生物科技股份有限公司
AC57881421,EMEDASTINE ， 眼用液劑 ， 0.50  MG/ML ， 5.00 ML,421082.5,58,溫士頓醫藥股份有限公司
AC57883100,CEVIMELINE ，一般錠劑膠囊劑. 30.00MG,8454733.2,26.2,台灣第一三共股份有限公司
AC57884221,FERRIC (HYDROXIDE SUCROSE COMPLEX) ， 注射劑 ， 100.00 MG,74829.0,72,泰宗生物科技股份有限公司
AC57887100,DILTIAZEM ， 一般錠劑膠囊劑 ， 30.00 MG,7731.0,1.5,中化裕民健康事業股份有限公司
AC57889209,PROGESTERONE ， 注射劑 ， 25.00 MG,16719.0,15,濟生醫藥生技股份有限公司
AC57889229,PROGESTERONE ， 注射劑 ， 250.00 MG,76.0,15.6,濟生醫藥生技股份有限公司
AC57890209,EPINEPHRINE ， 注射劑 ， 1.00 MG,12.0,15,中化裕民健康事業股份有限公司
AC57891100,DIPYRIDAMOLE ， 一般錠劑膠囊劑 ， 25.00 MG,434915.5,1.5,中化裕民健康事業股份有限公司
AC578911G0,DIPYRIDAMOLE ， 一般錠劑膠囊劑 ， 25.00 MG,30932120.9,2,中化裕民健康事業股份有限公司
AC57897100,PIOGLITAZONE ， 一般錠劑膠囊劑 ， 15.00 MG,26208.0,9.6,美時化學製藥股份有限公司
AC57902100,AMBROXOL ， 一般錠劑膠囊劑 ， 30.00 MG,228444.1,1.5,中化裕民健康事業股份有限公司
AC57904421,DEXAMETHASONE ， 眼用液劑 ， 1.00  MG/ML ， 5.00 ML,10282.0,15.9,麥迪森醫藥股份有限公司
AC57905100,MONTELUKAST ， 一般錠劑膠囊劑 ， 5.00 MG,391306.3,9.3,健喬信元醫藥生技股份有限公司
AC57909100,VALSARTAN 80MG + HYDROCHLOROTHIAZIDE 0-12.5MG， 一般錠劑膠囊劑,268568.0,9.6,瑞士藥廠股份有限公司
AC57910100,MOXIFLOXACIN ， 一般錠劑膠囊劑 ， 400.00 MG,208187.0,94,信東生技股份有限公司
AC57911100,TOPIRAMATE ， 一般錠劑膠囊劑 ， 100.00 MG,283273.0,35.3,瑞士藥廠股份有限公司
AC57913216,IBANDRONIC ACID，注射劑，3.00MG,5936.0,2674,南光化學製藥股份有限公司
AC57915100,IMATINIB ， 一般錠劑膠囊劑 ， 100.00 MG,299108.0,598,中國化學製藥股份有限公司新豐工廠
AC579194E5,TRIAMCINOLONE ， 耳鼻用液劑 ， 0.55 MG/GM， 120.00 ， DOSE,7.0,237,健喬信元醫藥生技股份有限公司
AC57921100,GLIPIZIDE ， 一般錠劑膠囊劑 ， 5.00 MG,115985.3,1.5,中化裕民健康事業股份有限公司
AC579211G0,GLIPIZIDE ， 一般錠劑膠囊劑 ， 5.00 MG,6570752.1,2,中化裕民健康事業股份有限公司
AC57925100,VALACICLOVIR ， 一般錠劑膠囊劑 ， 500.00 MG,66550.5,72,中國化學製藥股份有限公司新豐工廠
AC57929100,DOXAZOSIN ， 緩釋錠劑膠囊劑 ， 4.00 MG,1759136.0,9.4,旭能醫藥生技股份有限公司
AC57930100,ATORVASTATIN ， 一般錠劑膠囊劑 ， 10.00 MG,49734.0,9,優生製藥廠股份有限公司
AC57939100,DIAZEPAM ， 一般錠劑膠囊劑 ， 2.00 MG,248399.7,1.5,達德士藥品有限公司
AC57944100,FENOFIBRATE ， 一般錠劑膠囊劑 ， 145.00-200.00 MG,4929577.9,7.4,賢德藥品有限公司
AC57948100,TAMSULOSIN ， 緩釋錠劑膠囊劑 ， 200.00 MCG,1920766.5,9.6,中國化學製藥股份有限公司新豐工廠
AC57951100,DEXAMETHASONE ， 一般錠劑膠囊劑 ， 500.00 MCG,205075.4,1.5,達德士藥品有限公司
AC57962100,ARIPIPRAZOLE ， 一般錠劑膠囊劑 ， 10-15MG,1338.0,77,中國化學製藥股份有限公司新豐工廠
AC57965100,DONEPEZIL ， 一般錠劑膠囊劑 ， 10.00 MG,30.0,74,新瑞生物科技股份有限公司
